iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3
532;2;1;4;2;21;22;10;17;16;7;515;0;0.07;0;23;2;20.00;20.00;20.00;15.00;10.00;15.00;0;4.00;7.00;9.00;6.00;8.00;3.00;8.00;5.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;0;6.00;6.00;5.00;6.00;4.00;2.00;5.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;18;17;2;8;516;0;-0.22;1;27;4;58.00;5.00;8.00;10.00;7.00;12.00;0;3.00;8.00;7.00;3.00;6.00;6.00;3.00;5.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;0;7.00;4.00;7.00;3.00;5.00;3.00;4.00;1.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;1;17;7;9;517;0;0.00;0;30;3;15.00;20.00;20.00;20.00;5.00;10.00;0;5.00;8.00;7.00;5.00;6.00;3.00;8.00;3.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;0;8.00;8.00;7.00;8.00;8.00;5.00;8.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;6;17;12;10;518;0;0.00;0;23;2;20.00;25.00;25.00;30.00;5.00;5.00;0;4.00;6.00;6.00;5.00;6.00;;4.00;4.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;8.00;8.00;7.00;7.00;7.00;5.00;7.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;20;17;4;11;519;0;0.03;0;26;2;40.00;5.00;30.00;15.00;5.00;5.00;0;2.00;8.00;8.00;2.00;8.00;2.00;6.00;8.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;7.00;8.00;7.00;7.00;8.00;9.00;8.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;9;17;15;12;520;0;-0.05;0;28;6;25.00;15.00;25.00;15.00;10.00;10.00;0;4.00;6.00;6.00;4.00;6.00;7.00;7.00;7.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;7.00;7.00;7.00;7.00;7.00;7.00;8.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;8;17;14;13;521;0;-0.16;0;26;2;10.00;30.00;20.00;15.00;15.00;10.00;0;7.00;9.00;8.00;5.00;9.00;3.00;7.00;4.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;7.00;7.00;7.00;6.00;6.00;5.00;6.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;4;17;10;14;522;0;0.19;0;22;2;10.00;20.00;15.00;20.00;15.00;20.00;0;2.00;9.00;9.00;3.00;9.00;3.00;5.00;3.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;8.00;8.00;8.00;7.00;8.00;5.00;7.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;5;17;11;15;523;1;0.48;1;27;4;10.00;25.00;20.00;20.00;5.00;20.00;1;1.00;9.00;9.00;1.00;6.00;8.00;4.00;6.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;6.00;8.00;9.00;7.00;8.00;9.00;8.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;11;17;17;16;524;1;-0.27;1;25;4;15.00;20.00;25.00;20.00;10.00;10.00;1;3.00;9.00;9.00;5.00;7.00;3.00;4.00;5.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;7.00;9.00;8.00;8.00;6.00;5.00;8.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;17;17;1;17;525;0;0.13;0;24;2;10.00;15.00;30.00;20.00;15.00;10.00;0;6.00;9.00;8.00;4.00;9.00;6.00;6.00;4.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;0;6.00;7.00;6.00;7.00;;5.00;6.00;2.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;14;17;20;18;526;0;-0.02;0;26;3;10.00;10.00;30.00;20.00;10.00;15.00;0;3.00;7.00;7.00;1.00;1.00;3.00;3.00;1.00;;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;6.00;7.00;8.00;7.00;6.00;5.00;7.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;13;17;19;19;527;0;-0.16;0;24;6;50.00;20.00;10.00;5.00;10.00;5.00;0;4.00;7.00;8.00;3.00;8.00;2.00;4.00;3.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;7.00;6.00;7.00;6.00;5.00;5.00;7.00;5.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;19;17;3;20;528;0;0.12;0;29;3;40.00;10.00;30.00;10.00;10.00;;0;1.00;5.00;8.00;1.00;9.00;1.00;1.00;1.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;4.00;7.00;7.00;7.00;6.00;6.00;7.00;3.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;3;17;9;21;529;1;-0.15;1;22;4;10.00;25.00;25.00;10.00;10.00;20.00;1;5.00;7.00;5.00;4.00;5.00;4.00;6.00;7.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;6.00;8.00;9.00;8.00;8.00;8.00;8.00;6.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
532;2;1;4;2;21;22;2;17;8;22;530;0;0.03;1;22;4;20.00;20.00;10.00;15.00;5.00;30.00;0;6.00;8.00;7.00;7.00;8.00;5.00;5.00;5.00;2;26;Electrical Engineering;5.00;Univeristy of California, Davis;1,242.00;10,704.00;4;8;3;California;94,536;46,272.00;1;2;2;ASIC Engineer;5.00;7;8;6;8;6;4;4;8;6;9;7;6;8;6;7;5;2;6;;25.00;20.00;20.00;20.00;5.00;10.00;25;20;20;20;5;10;20.00;20.00;20.00;20.00;10.00;10.00;7;9;7;8;8;7;9;7;8;6;1;7.00;8.00;8.00;7.00;8.00;9.00;7.00;6.00;0;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;20.00;20.00;10.00;20.00;10.00;20.00;20;20;10;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;6;7;7;7;6;7;6;8;7;6
533;3;1;6;2;21;22;21;2;20;1;509;0;0.37;0;28;4;10.00;20.00;30.00;10.00;10.00;20.00;0;2.00;2.00;2.00;2.00;3.00;2.00;0.00;0.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;0;6.00;;7.00;5.00;5.00;6.00;5.00;5.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;12;2;11;2;510;1;0.69;0;26;3;25.00;25.00;25.00;12.00;3.00;10.00;1;9.00;10.00;8.00;9.00;7.00;8.00;9.00;9.00;1;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;1;9.00;9.00;10.00;9.00;9.00;7.00;10.00;10.00;1;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;15;2;14;3;511;0;0.60;0;23;4;20.00;10.00;10.00;30.00;15.00;15.00;1;6.00;4.00;7.00;6.00;6.00;6.00;6.00;5.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;0;6.00;8.00;8.00;5.00;;5.00;6.00;5.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;7;2;6;4;512;0;0.35;1;;2;20.00;20.00;20.00;20.00;5.00;15.00;0;8.00;6.00;8.00;6.00;8.00;4.00;6.00;5.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;1;8.00;7.00;8.00;8.00;;;7.00;6.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;22;2;21;5;513;1;0.12;1;23;2;20.00;20.00;20.00;20.00;5.00;15.00;1;6.00;6.00;6.00;6.00;6.00;4.00;5.00;5.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;1;7.00;8.00;8.00;8.00;6.00;5.00;7.00;7.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;16;2;15;6;514;0;0.24;1;23;2;20.00;20.00;20.00;15.00;5.00;20.00;1;8.00;9.00;9.00;6.00;5.00;5.00;7.00;6.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;0;5.00;7.00;7.00;6.00;9.00;3.00;5.00;5.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;10;2;9;7;515;0;0.60;1;23;2;20.00;20.00;20.00;15.00;10.00;15.00;0;4.00;5.00;7.00;5.00;6.00;3.00;4.00;3.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;0;7.00;7.00;6.00;6.00;;4.00;6.00;5.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;18;2;17;8;516;0;0.03;0;27;4;58.00;5.00;8.00;10.00;7.00;12.00;0;6.00;7.00;7.00;7.00;6.00;8.00;6.00;6.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;0;7.00;8.00;5.00;5.00;;;3.00;2.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;1;2;22;9;517;0;0.30;0;30;3;15.00;20.00;20.00;20.00;5.00;10.00;0;;;;;;;;;;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;0;;;;;;;;;;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;6;2;5;10;518;0;-0.06;1;23;2;20.00;25.00;25.00;30.00;5.00;5.00;0;6.00;6.00;7.00;6.00;6.00;;6.00;4.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;1;8.00;8.00;7.00;7.00;;4.00;8.00;7.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;20;2;19;11;519;0;0.59;1;26;2;40.00;5.00;30.00;15.00;5.00;5.00;0;4.00;5.00;5.00;2.00;1.00;4.00;6.00;8.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;1;8.00;7.00;8.00;8.00;;;7.00;6.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;3;1;6;2;21;22;9;2;8;12;520;0;-0.11;0;28;6;25.00;15.00;25.00;15.00;10.00;10.00;0;6.00;5.00;5.00;6.00;6.00;3.00;4.00;2.00;2;26;Engineering;5.00;University of Reading, England;;;2;1;1;Greece;26,223;;2;6;2;Academic/ Finance;2.00;7;3;5;7;5;5;7;2;5;3;1;5;7;6;7;2;2;5;;25.00;25.00;25.00;13.00;12.00;0.00;20;20;20;15;10;15;25.00;15.00;15.00;15.00;15.00;15.00;8;9;8;9;9;8;9;7;6;6;0;7.00;7.00;7.00;6.00;7.00;;7.00;5.00;0;3.00;;;;;;;;;;;;6;1;2;40;5;20;30;5;0;25.00;15.00;20.00;20.00;10.00;10.00;25;15;20;20;10;10;30.00;20.00;15.00;25.00;5.00;5.00;8;9;9;8;8;8;8;7;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
